Id,Cluster,Segment,PC1,PC2,PC3
10141,1,Budget family browsers,-1.8683262141632955,-1.808008044100547,0.5166816462186051
3725,2,Affluent omnichannel loyalists,2.1029356078616406,-0.6235295024460911,1.1469253710146614
3767,2,Affluent omnichannel loyalists,3.26689458908365,0.660550942239761,-0.8649507954962244
5585,1,Budget family browsers,-2.874428153534163,-0.814636154653343,-1.2613360550222046
7030,3,Deal-oriented wine shoppers,2.6814753735232677,2.7544906597006182,0.7973239110519259
1524,2,Affluent omnichannel loyalists,2.258796416100496,-0.34641819066721696,-0.971658611593221
3657,1,Budget family browsers,-2.1575436420637244,-0.11594341458114123,-1.3635069282199523
5740,1,Budget family browsers,-2.5346010039981133,-0.2623562122372201,-0.24624853151550682
9595,2,Affluent omnichannel loyalists,2.6397073123189156,-1.7964677071993178,-0.5185840740649393
3158,1,Budget family browsers,-2.749616445336483,-1.2529068102727152,-0.9436064251925058
5114,3,Deal-oriented wine shoppers,0.8005575966766519,0.5940615434624876,1.336112958726691
340,3,Deal-oriented wine shoppers,0.821761682265917,1.2275045026591445,0.22140471378066512
8805,3,Deal-oriented wine shoppers,-0.9222676754981148,1.790500739248784,-0.17742077877359236
1241,1,Budget family browsers,-3.1185787693781153,-0.8543999449155223,-1.495246418147088
1402,2,Affluent omnichannel loyalists,2.892361448790168,-1.0950098731432252,-0.8338543147973837
7264,1,Budget family browsers,-3.225806513222925,-0.3387852487014652,-0.5379123200034587
1619,2,Affluent omnichannel loyalists,3.933735912261642,-2.334567302027777,-0.23523519958820835
6398,1,Budget family browsers,-2.7758250827328728,-0.7325433322364322,-1.4158172991183815
1857,1,Budget family browsers,-2.386322685365682,0.08827879925393738,-0.11331406384232705
4877,1,Budget family browsers,-2.2333852708254422,-0.3537511069569818,0.7902206145627259
3066,3,Deal-oriented wine shoppers,-0.8450101967937768,0.3599582850123486,1.0372183957130534
10286,2,Affluent omnichannel loyalists,3.1936929850053595,-1.7192477242715258,0.9649231636294672
1992,3,Deal-oriented wine shoppers,0.1666473595335262,1.2515778068058445,0.26042724277860624
4246,1,Budget family browsers,-2.5521927688112487,0.07388339118434717,-3.376321862138438
10623,1,Budget family browsers,-1.870704898390932,-0.5656181166865321,1.202601876317247
4867,1,Budget family browsers,-2.4732346613411327,0.8887474944417193,-0.4282803055607311
3112,1,Budget family browsers,-2.6190574501935178,-1.6140423357210631,-0.5599512529308569
4865,3,Deal-oriented wine shoppers,-1.2309685431522426,2.3347932548044446,-0.7187591145141485
6287,1,Budget family browsers,-2.546363720911435,-1.502854374008017,-0.5354151672801183
4405,3,Deal-oriented wine shoppers,0.7844256479582837,2.2630859131016368,1.9395566827863344
5332,2,Affluent omnichannel loyalists,2.8592841431430265,-1.7738390594318136,0.0483172645461807
1519,1,Budget family browsers,-2.6299977651769573,0.5960714549753963,-0.48639577570842013
9080,1,Budget family browsers,-2.6299977651769573,0.5960714549753963,-0.48639577570842013
1772,2,Affluent omnichannel loyalists,4.56407626121827,-1.0106045083274446,-0.9935979385515047
5341,2,Affluent omnichannel loyalists,2.9530962223308386,0.12839752932864346,-1.0989609594644143
5510,3,Deal-oriented wine shoppers,-0.3353264647925523,1.1644257237253903,0.13966259633314887
3887,1,Budget family browsers,-2.573670160874748,-0.6958200914640716,-1.6932819564244694
7022,2,Affluent omnichannel loyalists,2.91362218138612,-1.0762976902566972,-1.6472634331890774
9999,2,Affluent omnichannel loyalists,2.839494770563603,-0.25852147709694234,-1.086356821790465
10352,1,Budget family browsers,-2.650515783457392,0.7084114733541744,-0.8490785020212731
7919,2,Affluent omnichannel loyalists,2.9906954727676274,0.5246857819495417,-0.6196384363379112
4114,2,Affluent omnichannel loyalists,4.609444895620378,-0.8068730991779091,-0.21674662252177174
7990,1,Budget family browsers,-2.2804013183060965,-1.6121274160256054,0.0973748074855117
9888,2,Affluent omnichannel loyalists,2.4763045343498082,-1.5415483960670684,-0.3865775703685184
4399,2,Affluent omnichannel loyalists,2.4763045343498082,-1.5415483960670684,-0.3865775703685184
4452,3,Deal-oriented wine shoppers,-0.855768948525692,1.7028650654016904,0.16934017822369424
4785,3,Deal-oriented wine shoppers,1.028582790440448,1.940333358990959,2.3941694823719843
8461,1,Budget family browsers,-3.216785294538405,-0.4630572065453881,-0.44677663758435365
3878,1,Budget family browsers,-2.557340603972206,-1.3933092276289751,-0.8872027915337876
9612,1,Budget family browsers,-2.2020231211413623,-1.3517149922252139,-0.3367186035605233
4098,1,Budget family browsers,-2.6718177545193713,0.2420797130491762,-0.22464119691539514
158,2,Affluent omnichannel loyalists,2.6499967000426783,-0.7879904511242746,-1.2788537048372914
3896,1,Budget family browsers,-2.797485393444554,-1.3569912069997565,-0.7345986452493409
9970,1,Budget family browsers,-0.5710321043845591,-0.8126847019567676,1.4601420599395027
4002,2,Affluent omnichannel loyalists,3.7388082971804852,0.03631456369221586,0.04008391482640098
10914,1,Budget family browsers,-2.653035010890821,-0.48703803198462825,0.2529209475669239
7279,2,Affluent omnichannel loyalists,2.1927233712532552,-1.6875946986533015,-0.25115281301903
10582,3,Deal-oriented wine shoppers,2.0529458053518894,0.3830737666351678,0.5318255074251832
4470,1,Budget family browsers,-1.056089391588512,-0.4114176357093111,1.279686265589412
6183,1,Budget family browsers,-1.056089391588512,-0.4114176357093111,1.279686265589412
6379,1,Budget family browsers,-2.2214794724632196,0.4145698617193455,-0.27216928570463855
8601,2,Affluent omnichannel loyalists,3.884736934793543,0.2711580144415182,-1.2910440502608418
4827,3,Deal-oriented wine shoppers,0.24946856722084018,1.08481796680942,0.33851384015457947
6715,3,Deal-oriented wine shoppers,0.3283096923463008,2.5039369009821697,0.3279712731450539
10676,2,Affluent omnichannel loyalists,4.226278486747195,-1.863570013034507,-2.410069353826298
1041,3,Deal-oriented wine shoppers,-0.8628088332101014,2.289840806204326,-0.2392270756518346
492,3,Deal-oriented wine shoppers,-0.8628088332101014,2.289840806204326,-0.2392270756518346
11133,3,Deal-oriented wine shoppers,-0.8628088332101014,2.289840806204326,-0.2392270756518346
4491,3,Deal-oriented wine shoppers,-0.31050290719157075,4.168697081234959,-0.7368141336136201
873,3,Deal-oriented wine shoppers,-0.31050290719157075,4.168697081234959,-0.7368141336136201
1631,3,Deal-oriented wine shoppers,1.5265384758178486,0.9856967412101945,-0.49039458741805964
8278,2,Affluent omnichannel loyalists,2.992462570288412,-0.6684592211693922,-1.1414735508261702
6815,2,Affluent omnichannel loyalists,2.893217792877556,-0.8626675155928665,0.26416525383966794
254,3,Deal-oriented wine shoppers,-0.5090278921908061,1.6763470581522641,0.3778348538486231
1349,1,Budget family browsers,-2.29100496044399,-1.070935499162957,-1.2410422778478059
2534,1,Budget family browsers,-1.585524032612324,0.5093801313681113,0.22859393978293135
2130,1,Budget family browsers,-2.323048217687283,-1.1646898652144946,-1.3545871277765034
2296,1,Budget family browsers,-2.576581125654602,-1.5112321250732526,-0.5682280020679579
3799,3,Deal-oriented wine shoppers,1.698178747989478,1.6216471074448073,-0.21174687327363229
11084,3,Deal-oriented wine shoppers,0.629431779117106,0.9220067809223255,0.8305987349516438
5172,3,Deal-oriented wine shoppers,0.629431779117106,0.9220067809223255,0.8305987349516438
9504,2,Affluent omnichannel loyalists,3.8773221658641335,-1.6610292347101154,-0.05272373362792247
850,3,Deal-oriented wine shoppers,1.7317656874655227,0.4873522809203225,0.7816126944412697
4477,3,Deal-oriented wine shoppers,1.6014728956020743,0.4037269060886427,0.14250439620911134
1945,2,Affluent omnichannel loyalists,3.337012391876978,1.1365317352960769,-1.3166298800338616
7685,1,Budget family browsers,-2.1237918915591694,-1.3865408219600799,-0.5770191788376728
6310,1,Budget family browsers,-2.1237918915591694,-1.3865408219600799,-0.5770191788376728
10832,3,Deal-oriented wine shoppers,-0.14449710323359727,-0.01719898400607463,-0.6440129199165493
3025,3,Deal-oriented wine shoppers,-1.0079287597993096,1.1641182150714557,0.3492971093331631
2404,1,Budget family browsers,-1.6292201376541375,1.3503999220265217,-0.5452079260654913
8581,3,Deal-oriented wine shoppers,-0.6159476506427243,4.0937997516888895,-1.3719627982342988
8755,2,Affluent omnichannel loyalists,2.1146344075287584,-1.0297470120728212,-0.7382401378030087
10177,2,Affluent omnichannel loyalists,3.779776663552646,0.31731840668747135,-1.233191086167044
2429,2,Affluent omnichannel loyalists,3.779776663552646,0.31731840668747135,-1.233191086167044
8920,3,Deal-oriented wine shoppers,1.6271681992395735,1.2963260834993335,-2.010195217149361
8430,1,Budget family browsers,-2.3469404341337077,-0.7846884493838499,0.9277089986570907
8619,1,Budget family browsers,-2.3469404341337077,-0.7846884493838499,0.9277089986570907
8996,3,Deal-oriented wine shoppers,-0.8788319805556287,4.1134309085031235,-3.4027214500649214
7233,2,Affluent omnichannel loyalists,3.537071967961366,-1.1054590200557204,-1.756041837714652
6678,1,Budget family browsers,-2.4087656972623788,-0.7045954873089673,-0.9538920605025879
830,2,Affluent omnichannel loyalists,3.303853764902294,-1.5203928706482115,-0.6885792454956062
6365,1,Budget family browsers,-1.7824201496050989,-1.3360519562360613,-0.26581269986458633
6770,1,Budget family browsers,-2.4805092647885556,-1.0696665179575973,-1.1387635890831418
2261,1,Budget family browsers,-2.916237027021791,-1.4240501393157294,-0.7815285734412102
1031,2,Affluent omnichannel loyalists,2.8469609813530337,-0.5060890774355372,0.9606060172650449
10089,2,Affluent omnichannel loyalists,5.549567672495936,-0.992270683141702,-1.4705365553209961
9256,3,Deal-oriented wine shoppers,2.2294674716041056,1.913128757181947,-0.9248708701598841
10641,1,Budget family browsers,-2.7910931671226757,0.4728957579614166,-0.7887646605412209
624,1,Budget family browsers,-2.291238965717214,-1.6622065913060584,-0.12199135810512125
4211,1,Budget family browsers,-2.615438230763621,-0.9661948108548764,-1.2816666115130255
1407,1,Budget family browsers,-2.615438230763621,-0.9661948108548764,-1.2816666115130255
10356,1,Budget family browsers,-2.6890300798677216,-0.37438641676043566,0.19828520295342272
9323,3,Deal-oriented wine shoppers,0.8895525857521779,2.3682373255080664,-0.5618515747109656
1146,3,Deal-oriented wine shoppers,0.8895525857521779,2.3682373255080664,-0.5618515747109656
6343,2,Affluent omnichannel loyalists,3.8084698993145145,-0.07195107311335927,0.46170689089130873
8545,2,Affluent omnichannel loyalists,3.0591605142828002,-0.8851477973256523,1.1478752912400054
8275,1,Budget family browsers,-2.7020426126093073,-0.43228487010699007,0.23470183259533878
10673,2,Affluent omnichannel loyalists,2.6731272047996346,0.26329340312498434,0.7036523984156272
8799,1,Budget family browsers,-2.125317616962208,-0.4072486035315713,-0.988731188807683
67,1,Budget family browsers,-2.4069048078843642,0.46754493855379897,-0.07266012420721883
9923,1,Budget family browsers,-2.4069048078843642,0.46754493855379897,-0.07266012420721883
2814,1,Budget family browsers,-2.693382367121265,-1.359658706566574,-0.7506862464545223
2711,1,Budget family browsers,-2.693382367121265,-1.359658706566574,-0.7506862464545223
4320,2,Affluent omnichannel loyalists,2.7464465002115737,0.22765985177703849,-0.14681098600751213
10451,1,Budget family browsers,-2.797750204945622,-0.6699624107304748,0.19891496035624828
4198,1,Budget family browsers,-2.797750204945622,-0.6699624107304748,0.19891496035624828
10814,2,Affluent omnichannel loyalists,3.4955851283488135,-0.2471524346018228,-0.846853552452654
944,3,Deal-oriented wine shoppers,0.6590559634784523,-0.22759192550988214,0.13521174449464382
8151,1,Budget family browsers,-0.8564552001513258,-0.7607735833922148,-1.7815800372927255
6184,2,Affluent omnichannel loyalists,3.515983899255203,-1.995450189688966,-0.45500101185719793
3498,3,Deal-oriented wine shoppers,1.6100921840255324,1.8748291611014614,-0.6460634791165878
2870,3,Deal-oriented wine shoppers,-0.28782591078289665,2.016927842873761,0.00541177441797606
7342,2,Affluent omnichannel loyalists,4.303817801142662,0.28493280599321685,-2.4747783838318806
1911,2,Affluent omnichannel loyalists,4.331515065517982,0.3480904525679517,-2.3812468455650357
10862,3,Deal-oriented wine shoppers,-0.5634915699261344,0.6200445755534532,0.8089830212296779
2546,1,Budget family browsers,-1.6077826793455667,-0.7547718575381684,1.140764882678278
3005,2,Affluent omnichannel loyalists,4.949685164254891,-1.5372879125266408,-0.9111693419340327
8318,2,Affluent omnichannel loyalists,4.7231474412056125,-1.973277186216329,-0.44269610411691757
2930,2,Affluent omnichannel loyalists,2.2397107289924274,-0.5055364700055921,-0.1893431391125749
8216,3,Deal-oriented wine shoppers,-1.0772701949233536,1.5438601879059721,-0.6386607846982264
1212,2,Affluent omnichannel loyalists,1.5305313218523615,0.19947520192310214,-2.0890376585015327
2541,1,Budget family browsers,-2.8040039247079105,-0.8438382767382079,-1.2036237089879183
10659,1,Budget family browsers,-2.723219015216988,-0.26867166270009535,-1.6987427609426446
10905,1,Budget family browsers,-2.0280917248560013,1.6136572285972033,-0.5020407635853483
8910,1,Budget family browsers,-2.0280917248560013,1.6136572285972033,-0.5020407635853483
7349,1,Budget family browsers,-2.5774957640789538,-0.08801120319487372,-2.063019397521255
7872,2,Affluent omnichannel loyalists,1.7201002395671918,-0.4303771299656406,0.29317532541000035
4290,1,Budget family browsers,-2.794752975316106,-1.433910016393654,-0.7613731474281129
7408,1,Budget family browsers,-1.2691200853900684,0.7740321354973617,0.7073282921832293
9986,1,Budget family browsers,-2.6558775692672727,-0.3828088466999073,-1.319082038910299
8235,3,Deal-oriented wine shoppers,2.028404999766839,0.68642850757582,0.6125018594515421
10949,2,Affluent omnichannel loyalists,3.4977695346355233,-0.8509065379541035,-0.11285099950844298
7284,1,Budget family browsers,-2.8656764231861973,0.6170429406985516,0.8354825049755698
9529,2,Affluent omnichannel loyalists,5.007456945655315,-1.5662993945710026,-1.7644776576858614
9930,2,Affluent omnichannel loyalists,4.390918962077398,-0.9071793355825283,-0.5046855137583383
10270,1,Budget family browsers,-2.3683696859114067,-0.78291500917688,-1.0297592916297469
760,3,Deal-oriented wine shoppers,0.7536693658359108,0.3555945526667513,-1.0192033154361613
5519,2,Affluent omnichannel loyalists,2.1268675328474553,0.32382869006139114,-0.5208513963897416
232,3,Deal-oriented wine shoppers,1.0172905714757547,-0.03638651561799411,0.8152738314540475
3009,3,Deal-oriented wine shoppers,1.702286124413472,0.655126120703151,0.07562873425004091
6518,3,Deal-oriented wine shoppers,0.3038183445917828,0.9945222835820186,1.466249141369038
10669,3,Deal-oriented wine shoppers,0.4879710440573207,0.17081056927952207,0.9534630051334322
5682,3,Deal-oriented wine shoppers,1.7601428869904958,2.094360418062112,1.0798417730406709
1570,3,Deal-oriented wine shoppers,2.0759681640859524,1.242650620979559,0.9385247252057215
1497,3,Deal-oriented wine shoppers,-0.37627672336074464,0.704317022796088,0.7097882846900104
9723,3,Deal-oriented wine shoppers,2.6067811670573757,1.6310995959283534,-0.4889726657717934
7261,1,Budget family browsers,-1.695463787396256,1.618765184736483,-1.0321755318350674
2452,1,Budget family browsers,-1.695463787396256,1.618765184736483,-1.0321755318350674
5621,3,Deal-oriented wine shoppers,-1.1440505706143784,1.5123860565145695,-1.6471879544370394
10995,1,Budget family browsers,-2.6529984479742517,-0.30924056336770545,-1.5974732692544233
7373,3,Deal-oriented wine shoppers,-0.8143423634195908,2.5327208118324123,0.40257372307597933
5331,2,Affluent omnichannel loyalists,4.01310426454883,-1.925291507372946,-0.6661964446261616
263,1,Budget family browsers,-1.4619905442983763,-0.8800718426052764,-0.4265388735107611
4619,2,Affluent omnichannel loyalists,3.305174404281071,1.0274941640164745,-1.2915568966236466
940,1,Budget family browsers,-0.6300303216431008,-0.9231863478710605,-0.09468101869731439
10084,1,Budget family browsers,-3.1116673212308057,-1.020303880484785,-1.774693598097361
6019,1,Budget family browsers,-2.302054410761206,-1.4949287193309877,-0.4915773871210899
1463,1,Budget family browsers,-2.6962846510480194,-0.4498888313435893,0.19404666603272297
6424,1,Budget family browsers,-2.234844881944028,-1.6954032331911302,-0.34570126169861465
8233,3,Deal-oriented wine shoppers,0.09689692372133726,1.7789185204064006,0.8834648338336812
1515,1,Budget family browsers,-1.8307811077951246,-0.8510551094199316,1.336339051290567
10855,1,Budget family browsers,-0.7173149567766886,-0.38814784131910984,-0.6693304419211018
10909,2,Affluent omnichannel loyalists,3.9559359462009893,-1.114342288522754,0.8254304937189973
3376,1,Budget family browsers,-1.1231100050888179,-1.1213965574081755,-0.0754407601270909
10232,3,Deal-oriented wine shoppers,-0.2829699275049768,0.32182515407075535,0.9212081910895563
5547,2,Affluent omnichannel loyalists,2.568075427539615,0.0004392283691048122,1.3747246241389568
8362,2,Affluent omnichannel loyalists,2.568075427539615,0.0004392283691048122,1.3747246241389568
3524,1,Budget family browsers,-2.2659800548790745,-0.23318284300730135,-1.346694753554008
10095,2,Affluent omnichannel loyalists,1.8846328683623075,-0.3668801866953581,1.3861282061062479
8897,3,Deal-oriented wine shoppers,-0.48080152900153234,3.2955346370226017,-1.9321791149321772
466,2,Affluent omnichannel loyalists,1.7161787381164635,-0.8863317361629122,0.6959207981863849
11025,1,Budget family browsers,-2.4669339587548658,0.9488766608717626,-0.6427525171679812
2387,1,Budget family browsers,-1.904517634439795,1.969767568999376,-0.8713904568141115
1618,3,Deal-oriented wine shoppers,0.08064491981557419,1.2598244414909823,-0.40113841465019856
25,3,Deal-oriented wine shoppers,2.0845967628886566,0.9157723029385306,0.12236984541075105
3277,3,Deal-oriented wine shoppers,-0.8909672634911431,1.1450020463988353,0.2201413399367554
8566,1,Budget family browsers,-2.941286488173013,-0.468295286627551,0.09935806335534568
2634,1,Budget family browsers,-2.5411350791800245,-0.821279126078056,-1.1504202378816253
8036,1,Budget family browsers,-2.2826752714897527,0.33858279040918987,-0.01281406025163798
8159,1,Budget family browsers,-1.9310825483914371,0.7820091089249087,-0.29047033129735683
7628,1,Budget family browsers,-2.0570791656149656,-1.067531116221154,-0.46473460872638833
9597,2,Affluent omnichannel loyalists,2.1678720568856966,-0.3666490963711219,-0.9990186511020008
1384,1,Budget family browsers,-2.8013919653787,-0.8731814588449794,-1.3870099265474967
10150,2,Affluent omnichannel loyalists,2.7434015514851295,-1.230564079228323,0.8004208696277918
3885,1,Budget family browsers,-2.6651307556942148,-1.238326723653524,-0.9155822518246451
11003,1,Budget family browsers,-2.5860821939723113,-0.9328695353562055,-1.1364443294455255
8026,3,Deal-oriented wine shoppers,1.011952951922677,1.0265171243598057,-0.8779799746925487
577,1,Budget family browsers,-2.9255597114882694,-0.133856680020306,-0.10778392213510911
8702,1,Budget family browsers,-2.9255597114882694,-0.133856680020306,-0.10778392213510911
5429,1,Budget family browsers,-1.4052316390541928,0.11146179735769966,0.9773480222039354
977,3,Deal-oriented wine shoppers,-0.3453849009545672,1.8045250652103602,-0.2110601726660238
2793,3,Deal-oriented wine shoppers,2.7277417030713536,1.6485238978884018,-0.6258695918192484
1071,3,Deal-oriented wine shoppers,2.7277417030713536,1.6485238978884018,-0.6258695918192484
5074,1,Budget family browsers,-2.7671410312529385,-1.3414944375990503,-0.6745808073474591
2632,3,Deal-oriented wine shoppers,-0.7111555936822394,2.5075322609423085,-1.335439861942389
6404,3,Deal-oriented wine shoppers,-1.3188598763620099,2.246968893691945,0.6279829432976781
10240,3,Deal-oriented wine shoppers,1.9911120155246156,0.34665099912458763,0.23950101621496053
2521,1,Budget family browsers,-2.5573115257753214,-1.3588832756200524,-0.7076651995175555
4301,1,Budget family browsers,-2.5573115257753214,-1.3588832756200524,-0.7076651995175555
7381,2,Affluent omnichannel loyalists,3.6547049012641875,-0.3201710122178964,-1.4263206229200631
2407,2,Affluent omnichannel loyalists,2.921467268803103,-0.5117521052968551,-0.44237431664861865
9064,2,Affluent omnichannel loyalists,2.921467268803103,-0.5117521052968551,-0.44237431664861865
5067,2,Affluent omnichannel loyalists,2.3256471005747024,-0.5566346897154897,0.7878627312099938
10281,2,Affluent omnichannel loyalists,0.8958326023205739,-0.6766020327183782,-1.0569486616721935
11191,1,Budget family browsers,-1.2677009824337129,-1.2816350804182381,-0.10526567137059945
1994,1,Budget family browsers,-2.4852982891507973,-1.3924370297488031,-0.44749012339594146
2552,3,Deal-oriented wine shoppers,-1.3727215243438684,4.11911793009031,-0.004272292030598215
6720,3,Deal-oriented wine shoppers,-0.3895207955455722,1.6243046235557095,-0.25966090276739934
4557,1,Budget family browsers,-2.4088892371629376,-1.0859897430995669,-0.9815653733344447
1183,1,Budget family browsers,-2.7209257506948306,-0.5829723097223714,0.2572444078438143
4186,1,Budget family browsers,-2.2112177136151883,0.08771576562183364,-0.11553640236398334
1419,1,Budget family browsers,-2.2112177136151883,0.08771576562183364,-0.11553640236398334
967,3,Deal-oriented wine shoppers,-0.9884305998060375,3.3161443598863634,-1.2318240060336567
1048,1,Budget family browsers,-1.9837945556678207,-0.656809404892887,-1.0286232797526087
9262,1,Budget family browsers,-2.094383716032248,-1.3205153668951681,-0.10721551554704221
3427,3,Deal-oriented wine shoppers,0.022296321870294556,3.4574746596629478,-0.138357410882385
5892,1,Budget family browsers,-2.014413561400428,0.872750566210479,-1.482552287288174
8911,3,Deal-oriented wine shoppers,1.9165969948989263,0.5342740117859359,-0.6663636742265154
6606,3,Deal-oriented wine shoppers,0.30840096035859166,0.5656522553167699,-0.4422871342372433
2677,3,Deal-oriented wine shoppers,-0.6466148120859956,0.7453701820184135,0.2534053471772592
252,2,Affluent omnichannel loyalists,1.3781966370345156,-0.7797277184133963,-1.903389696712716
9860,1,Budget family browsers,-1.4556159999359006,0.9117965038953645,0.3830208876922026
1388,1,Budget family browsers,-1.995938865456344,-1.0162365717191502,-1.1185618555868382
979,1,Budget family browsers,-1.995938865456344,-1.0162365717191502,-1.1185618555868382
7494,1,Budget family browsers,-1.949173432593134,1.5589852052007498,-0.5933097754506153
10490,3,Deal-oriented wine shoppers,-0.3952493062854249,0.7206227011638123,-1.4277205090432523
3403,2,Affluent omnichannel loyalists,3.5958746295996575,0.8737989739285624,0.10891351617487799
2715,1,Budget family browsers,-2.4651280646475446,1.1204955512901256,-1.1414484197925643
4828,2,Affluent omnichannel loyalists,3.808846370834341,-1.2306376225155309,-0.4658461097948688
92,1,Budget family browsers,-2.0922486304426418,-0.27889252667511766,-1.2757500006959313
3312,1,Budget family browsers,-2.0922486304426418,-0.27889252667511766,-1.2757500006959313
11176,3,Deal-oriented wine shoppers,0.369914497743306,0.4969603986440087,1.5272272948012835
1446,2,Affluent omnichannel loyalists,4.1938292163347555,-0.9814206517612051,0.16282180606182642
9699,3,Deal-oriented wine shoppers,1.1539309151422745,1.217414262330821,0.684396188095559
9790,2,Affluent omnichannel loyalists,2.501057316747517,0.33076513211579656,-0.6689754788539404
2324,2,Affluent omnichannel loyalists,3.0958093489519225,1.2497692961083031,0.7165526071828695
5080,2,Affluent omnichannel loyalists,3.0849822142451506,-1.1812116190190165,-0.9738546325971206
4992,1,Budget family browsers,-2.6124409209466117,-0.5145146380227851,-1.449114952566279
7849,2,Affluent omnichannel loyalists,4.239000239848181,-1.8387316512925618,-0.32911561796608185
4808,1,Budget family browsers,-2.5666949778743073,-1.4341639373012545,-0.2210283517019173
10401,1,Budget family browsers,-1.9505253799374598,-1.9326107766465253,0.5862430185861491
7793,3,Deal-oriented wine shoppers,0.801293648722346,2.1334830923563137,0.4555849605760313
9303,1,Budget family browsers,-3.604317210040325,-0.22695555820721558,-0.4548336779892623
6853,2,Affluent omnichannel loyalists,3.0347814804709894,-1.0418269536687028,0.8207806888221629
7366,2,Affluent omnichannel loyalists,3.0347814804709894,-1.0418269536687028,0.8207806888221629
9780,3,Deal-oriented wine shoppers,2.0352628457382367,1.2280111948009527,0.5678766967246747
7573,1,Budget family browsers,-2.4618621983938054,-1.154800946336366,-0.868726944343489
1379,1,Budget family browsers,-0.8163765329912601,-1.0775481440924168,0.3498068388577023
8923,2,Affluent omnichannel loyalists,4.114835391854461,-1.1579882699460387,-0.7840451691052973
3547,1,Budget family browsers,-2.2042371194454122,-1.0427999108586123,-0.7787323319829416
8707,2,Affluent omnichannel loyalists,2.9225363833989855,-1.162026294023685,-0.484547710802062
1891,2,Affluent omnichannel loyalists,3.3105995411727385,-1.4484124022248859,0.014120488542483283
6271,1,Budget family browsers,-1.7120175583711246,-0.39079437896654273,1.2686431572965633
9635,1,Budget family browsers,-1.6087454487341302,-1.0904321954557927,0.05047429776071052
9727,1,Budget family browsers,-1.7451782818924306,-1.2918602609038634,-0.3148229680116076
6205,1,Budget family browsers,-2.250812076383202,-0.8281357015258196,-0.6872344582093759
10681,2,Affluent omnichannel loyalists,3.383259173449039,0.9099452427234235,-1.9927200495772883
