origin,date,store_nbr,family,prediction,q10,q80,q90,quantiles_ordered
2017-07-02,2017-07-05,1,"LIQUOR,WINE,BEER",86.05217742919922,53.413238525390625,113.56600952148438,132.291259765625,True
2017-07-02,2017-07-06,1,"LIQUOR,WINE,BEER",94.3792724609375,52.6078987121582,127.15672302246094,148.22283935546875,True
2017-07-02,2017-07-07,1,"LIQUOR,WINE,BEER",137.88165283203125,94.60061645507812,172.5553436279297,193.11489868164062,True
2017-07-02,2017-07-08,1,"LIQUOR,WINE,BEER",131.9872589111328,94.26959991455078,162.45217895507812,183.0435791015625,True
2017-07-02,2017-07-09,1,"LIQUOR,WINE,BEER",42.98219680786133,14.396224975585938,67.33682250976562,85.73989868164062,True
2017-07-02,2017-07-10,1,"LIQUOR,WINE,BEER",54.042884826660156,31.414737701416016,75.22211456298828,90.59486389160156,True
2017-07-02,2017-07-11,1,"LIQUOR,WINE,BEER",76.19908142089844,49.39563751220703,97.79364013671875,115.01321411132812,True
2017-07-02,2017-07-12,1,"LIQUOR,WINE,BEER",86.75773620605469,52.1988525390625,114.97846984863281,133.99234008789062,True
2017-07-02,2017-07-13,1,"LIQUOR,WINE,BEER",96.03448486328125,53.79008865356445,130.64747619628906,152.85699462890625,True
2017-07-02,2017-07-14,1,"LIQUOR,WINE,BEER",138.54779052734375,92.65531158447266,174.8984375,196.86175537109375,True
2017-07-02,2017-07-15,1,"LIQUOR,WINE,BEER",131.09884643554688,91.14157104492188,162.32672119140625,182.703857421875,True
2017-07-02,2017-07-16,1,"LIQUOR,WINE,BEER",44.31610107421875,15.413642883300781,69.19068908691406,87.69459533691406,True
2017-07-02,2017-07-02,1,MAGAZINES,4.532089710235596,1.228311538696289,7.139231204986572,8.832260131835938,True
2017-07-02,2017-07-03,1,MAGAZINES,4.4115800857543945,1.1240496635437012,7.133376121520996,8.918813705444336,True
2017-07-02,2017-07-04,1,MAGAZINES,5.811380386352539,2.4278171062469482,8.717652320861816,10.555997848510742,True
2017-07-02,2017-07-05,1,MAGAZINES,6.431347370147705,2.922985792160034,9.416513442993164,11.435386657714844,True
2017-07-02,2017-07-06,1,MAGAZINES,6.214218616485596,2.545732021331787,9.275689125061035,11.330078125,True
2017-07-02,2017-07-07,1,MAGAZINES,6.462965488433838,2.8796701431274414,9.57537841796875,11.568098068237305,True
2017-07-02,2017-07-08,1,MAGAZINES,6.6270294189453125,3.109100341796875,9.679178237915039,11.777299880981445,True
2017-07-02,2017-07-09,1,MAGAZINES,4.665217876434326,1.324204921722412,7.684835433959961,9.748955726623535,True
2017-07-02,2017-07-10,1,MAGAZINES,4.581575870513916,1.1972780227661133,7.661662578582764,9.730984687805176,True
2017-07-02,2017-07-11,1,MAGAZINES,6.020515441894531,2.4822795391082764,9.094640731811523,11.31009292602539,True
2017-07-02,2017-07-12,1,MAGAZINES,6.543301582336426,2.8113722801208496,9.837507247924805,11.988296508789062,True
2017-07-02,2017-07-13,1,MAGAZINES,6.452105522155762,2.720240592956543,9.774944305419922,12.08456802368164,True
2017-07-02,2017-07-14,1,MAGAZINES,6.5781965255737305,2.8333194255828857,9.98180103302002,12.193327903747559,True
2017-07-02,2017-07-15,1,MAGAZINES,6.669620513916016,3.026614189147949,9.976279258728027,12.241313934326172,True
2017-07-02,2017-07-16,1,MAGAZINES,4.645515441894531,1.0446906089782715,7.86207389831543,10.120174407958984,True
2017-07-02,2017-07-02,5,BABY CARE,0.0086897611618042,0.0,0.4610424339771271,0.718817949295044,True
2017-07-02,2017-07-03,5,BABY CARE,0.001034379005432129,0.0,0.5074416399002075,0.813504159450531,True
2017-07-02,2017-07-04,5,BABY CARE,0.011459752917289734,0.0,0.5600672960281372,0.888965368270874,True
2017-07-02,2017-07-05,5,BABY CARE,0.005574390292167664,0.0,0.5662024021148682,0.9469878673553467,True
2017-07-02,2017-07-06,5,BABY CARE,0.010738208889961243,0.0,0.5972057580947876,0.9894245266914368,True
2017-07-02,2017-07-07,5,BABY CARE,0.00030569732189178467,0.0,0.5984675288200378,1.018264889717102,True
2017-07-02,2017-07-08,5,BABY CARE,0.0,0.0,0.5983445644378662,1.0491642951965332,True
2017-07-02,2017-07-09,5,BABY CARE,0.0,0.0,0.5996342897415161,1.079728364944458,True
2017-07-02,2017-07-10,5,BABY CARE,0.0,0.0,0.6052855253219604,1.0776009559631348,True
2017-07-02,2017-07-11,5,BABY CARE,0.0,0.0,0.6142591834068298,1.1193560361862183,True
2017-07-02,2017-07-12,5,BABY CARE,0.005390644073486328,0.0,0.6385196447372437,1.141310453414917,True
2017-07-02,2017-07-13,5,BABY CARE,0.0,0.0,0.6383579969406128,1.1776366233825684,True
2017-07-02,2017-07-14,5,BABY CARE,0.0,0.0,0.650784969329834,1.191603422164917,True
2017-07-02,2017-07-15,5,BABY CARE,0.00927707552909851,0.0,0.6758290529251099,1.2277019023895264,True
2017-07-02,2017-07-16,5,BABY CARE,0.008946731686592102,0.0,0.6908535361289978,1.2539783716201782,True
2017-07-02,2017-07-02,5,BEVERAGES,2199.200927734375,1902.6943359375,2412.514892578125,2546.37109375,True
2017-07-02,2017-07-03,5,BEVERAGES,1887.5406494140625,1581.1405029296875,2114.994873046875,2256.35302734375,True
2017-07-02,2017-07-04,5,BEVERAGES,1664.3115234375,1389.1466064453125,1886.1009521484375,2034.1365966796875,True
2017-07-02,2017-07-05,5,BEVERAGES,1627.5447998046875,1368.72216796875,1831.7210693359375,1973.04150390625,True
2017-07-02,2017-07-06,5,BEVERAGES,1553.8118896484375,1298.4677734375,1754.5283203125,1907.0972900390625,True
2017-07-02,2017-07-07,5,BEVERAGES,1728.0401611328125,1457.4356689453125,1954.674072265625,2109.221923828125,True
2017-07-02,2017-07-08,5,BEVERAGES,1921.514892578125,1610.6104736328125,2164.3955078125,2328.913330078125,True
2017-07-02,2017-07-09,5,BEVERAGES,2224.849609375,1892.8271484375,2480.7109375,2656.17529296875,True
2017-07-02,2017-07-10,5,BEVERAGES,1902.4842529296875,1574.3201904296875,2153.19482421875,2326.068603515625,True
2017-07-02,2017-07-11,5,BEVERAGES,1679.71044921875,1384.8360595703125,1912.392822265625,2085.31640625,True
2017-07-02,2017-07-12,5,BEVERAGES,1658.4505615234375,1383.386474609375,1872.755859375,2029.1929931640625,True
2017-07-02,2017-07-13,5,BEVERAGES,1580.8594970703125,1326.678466796875,1796.371337890625,1952.75732421875,True
2017-07-02,2017-07-14,5,BEVERAGES,1749.0648193359375,1469.77099609375,1978.6995849609375,2145.83251953125,True
2017-07-02,2017-07-15,5,BEVERAGES,1941.8116455078125,1633.36865234375,2197.27001953125,2380.717529296875,True
2017-07-02,2017-07-16,5,BEVERAGES,2233.146240234375,1893.06884765625,2494.60595703125,2680.046875,True
2017-07-02,2017-07-02,5,BOOKS,0.0,0.0,0.006228432059288025,0.0196848064661026,True
2017-07-02,2017-07-03,5,BOOKS,0.0017015039920806885,0.0,0.009210050106048584,0.01895742118358612,True
2017-07-02,2017-07-04,5,BOOKS,0.0,0.0,0.005179464817047119,0.01985296607017517,True
2017-07-02,2017-07-05,5,BOOKS,0.0008427053689956665,0.0,0.00616435706615448,0.03238336741924286,True
2017-07-02,2017-07-06,5,BOOKS,0.0014051496982574463,0.0,0.009089052677154541,0.028797417879104614,True
2017-07-02,2017-07-07,5,BOOKS,0.0007621347904205322,0.0,0.011756137013435364,0.031153947114944458,True
2017-07-02,2017-07-08,5,BOOKS,0.0,0.0,0.0040755122900009155,0.03374698758125305,True
2017-07-02,2017-07-09,5,BOOKS,0.002749413251876831,0.0,0.00924411416053772,0.051642656326293945,True
2017-07-02,2017-07-10,5,BOOKS,0.002274543046951294,0.0,0.005372136831283569,0.03124399483203888,True
2017-07-02,2017-07-11,5,BOOKS,0.001596018671989441,0.0,0.006420835852622986,0.03441396355628967,True
2017-07-02,2017-07-12,5,BOOKS,0.00020776689052581787,0.0,0.01041044294834137,0.03188985586166382,True
2017-07-02,2017-07-13,5,BOOKS,0.0015217065811157227,0.0,0.004200875759124756,0.055458515882492065,True
2017-07-02,2017-07-14,5,BOOKS,0.0002573728561401367,0.0,0.002179458737373352,0.043177708983421326,True
2017-07-02,2017-07-15,5,BOOKS,0.0012338757514953613,0.0,0.0025854110717773438,0.03765329718589783,True
2017-07-02,2017-07-16,5,BOOKS,0.0014547854661941528,0.0,0.0,0.036431655287742615,True
2017-07-02,2017-07-02,5,GROCERY I,3385.651611328125,2979.456787109375,3675.5009765625,3852.046875,True
2017-07-02,2017-07-03,5,GROCERY I,2959.680419921875,2579.68408203125,3247.11328125,3423.093017578125,True
2017-07-02,2017-07-04,5,GROCERY I,2816.5498046875,2487.46728515625,3079.7412109375,3238.098388671875,True
2017-07-02,2017-07-05,5,GROCERY I,2776.031982421875,2473.9716796875,3010.966796875,3169.6943359375,True
2017-07-02,2017-07-06,5,GROCERY I,2626.582763671875,2312.458984375,2879.104248046875,3042.494384765625,True
2017-07-02,2017-07-07,5,GROCERY I,2930.343994140625,2567.6748046875,3218.47119140625,3400.13818359375,True
2017-07-02,2017-07-08,5,GROCERY I,3256.46240234375,2834.90673828125,3572.977294921875,3775.916015625,True
2017-07-02,2017-07-09,5,GROCERY I,3352.38818359375,2907.435546875,3683.870849609375,3900.13232421875,True
2017-07-02,2017-07-10,5,GROCERY I,2916.803466796875,2507.587646484375,3230.88427734375,3432.43359375,True
2017-07-02,2017-07-11,5,GROCERY I,2731.750732421875,2375.172607421875,3010.420166015625,3206.4013671875,True
2017-07-02,2017-07-12,5,GROCERY I,2709.433837890625,2372.38232421875,2966.9140625,3140.076171875,True
2017-07-02,2017-07-13,5,GROCERY I,2577.291748046875,2238.82177734375,2843.64404296875,3036.8515625,True
2017-07-02,2017-07-14,5,GROCERY I,2914.268798828125,2535.498046875,3217.927734375,3417.95068359375,True
2017-07-02,2017-07-15,5,GROCERY I,3247.4482421875,2811.123779296875,3578.085205078125,3788.132568359375,True
2017-07-02,2017-07-16,5,GROCERY I,3352.501953125,2901.912109375,3692.197021484375,3905.6875,True
2017-07-02,2017-07-02,5,HOME APPLIANCES,0.48331108689308167,0.0,1.4529457092285156,2.041053056716919,True
2017-07-02,2017-07-03,5,HOME APPLIANCES,0.4744613766670227,0.0,1.4910560846328735,2.1168649196624756,True
2017-07-02,2017-07-04,5,HOME APPLIANCES,0.4082901179790497,0.0,1.4534204006195068,2.088696002960205,True
2017-07-02,2017-07-05,5,HOME APPLIANCES,0.3952617645263672,0.0,1.4371743202209473,2.101858615875244,True
2017-07-02,2017-07-06,5,HOME APPLIANCES,0.41299861669540405,0.0,1.4757943153381348,2.149557113647461,True
2017-07-02,2017-07-07,5,HOME APPLIANCES,0.41679704189300537,0.0,1.5171829462051392,2.1869306564331055,True
2017-07-02,2017-07-08,5,HOME APPLIANCES,0.41351065039634705,0.0,1.553459644317627,2.249718189239502,True
2017-07-02,2017-07-09,5,HOME APPLIANCES,0.4602859318256378,0.0,1.5920400619506836,2.310209274291992,True
2017-07-02,2017-07-10,5,HOME APPLIANCES,0.4817938506603241,0.0,1.6239365339279175,2.3208627700805664,True
2017-07-02,2017-07-11,5,HOME APPLIANCES,0.3892718255519867,0.0,1.5141687393188477,2.2150330543518066,True
2017-07-02,2017-07-12,5,HOME APPLIANCES,0.36059996485710144,0.0,1.4831328392028809,2.171323776245117,True
2017-07-02,2017-07-13,5,HOME APPLIANCES,0.39215999841690063,0.0,1.492909550666809,2.205272674560547,True
2017-07-02,2017-07-14,5,HOME APPLIANCES,0.4158801734447479,0.0,1.5267038345336914,2.2500572204589844,True
2017-07-02,2017-07-15,5,HOME APPLIANCES,0.4355695843696594,0.0,1.5664772987365723,2.293985366821289,True
2017-07-02,2017-07-16,5,HOME APPLIANCES,0.4632863402366638,0.0,1.6173779964447021,2.367258071899414,True
2017-07-02,2017-07-02,5,LAWN AND GARDEN,9.841897010803223,3.549014091491699,14.795047760009766,18.134742736816406,True
2017-07-02,2017-07-03,5,LAWN AND GARDEN,6.870050430297852,1.3704967498779297,11.673921585083008,14.835947036743164,True
2017-07-02,2017-07-04,5,LAWN AND GARDEN,7.172955513000488,2.327198028564453,11.7340087890625,14.74344539642334,True
2017-07-02,2017-07-05,5,LAWN AND GARDEN,8.10162353515625,3.520500659942627,12.461414337158203,15.5687255859375,True
2017-07-02,2017-07-06,5,LAWN AND GARDEN,7.551203727722168,2.6674818992614746,12.070319175720215,15.244218826293945,True
2017-07-02,2017-07-07,5,LAWN AND GARDEN,8.68258285522461,3.4007792472839355,13.536767959594727,16.837020874023438,True
2017-07-02,2017-07-08,5,LAWN AND GARDEN,10.98845386505127,5.527814865112305,16.025798797607422,19.44843292236328,True
2017-07-02,2017-07-09,5,LAWN AND GARDEN,9.713079452514648,4.539250373840332,14.569001197814941,18.04079818725586,True
2017-07-02,2017-07-10,5,LAWN AND GARDEN,6.82070255279541,2.0878190994262695,11.369805335998535,14.580574035644531,True
2017-07-02,2017-07-11,5,LAWN AND GARDEN,6.851849555969238,2.444981098175049,10.981823921203613,14.197551727294922,True
2017-07-02,2017-07-12,5,LAWN AND GARDEN,7.723299980163574,3.1450796127319336,11.990704536437988,15.057605743408203,True
2017-07-02,2017-07-13,5,LAWN AND GARDEN,7.257521152496338,2.4747281074523926,11.865797996520996,15.170755386352539,True
2017-07-02,2017-07-14,5,LAWN AND GARDEN,8.524267196655273,2.905834197998047,13.532752990722656,17.098052978515625,True
2017-07-02,2017-07-15,5,LAWN AND GARDEN,10.846855163574219,5.200967311859131,15.930935859680176,19.510513305664062,True
2017-07-02,2017-07-16,5,LAWN AND GARDEN,9.620068550109863,4.0656280517578125,14.591821670532227,18.179189682006836,True
2017-07-02,2017-07-02,5,"LIQUOR,WINE,BEER",49.61590576171875,28.437402725219727,68.09467315673828,80.59536743164062,True
2017-07-02,2017-07-03,5,"LIQUOR,WINE,BEER",30.596832275390625,13.139118194580078,47.51681137084961,60.06298065185547,True
2017-07-02,2017-07-04,5,"LIQUOR,WINE,BEER",32.96719741821289,17.22356414794922,49.82447052001953,61.60657501220703,True
2017-07-02,2017-07-05,5,"LIQUOR,WINE,BEER",36.382041931152344,17.72742462158203,53.96076202392578,67.34172058105469,True
2017-07-02,2017-07-06,5,"LIQUOR,WINE,BEER",46.61604690551758,22.93929100036621,67.37590789794922,82.33634948730469,True
2017-07-02,2017-07-07,5,"LIQUOR,WINE,BEER",75.90817260742188,47.20624542236328,99.65965270996094,115.1851806640625,True
2017-07-02,2017-07-08,5,"LIQUOR,WINE,BEER",99.537109375,69.42608642578125,123.69435119628906,141.43130493164062,True
2017-07-02,2017-07-09,5,"LIQUOR,WINE,BEER",48.876426696777344,22.435569763183594,71.09370422363281,88.65675354003906,True
2017-07-02,2017-07-10,5,"LIQUOR,WINE,BEER",31.310720443725586,9.961593627929688,51.360755920410156,66.19752502441406,True
2017-07-02,2017-07-11,5,"LIQUOR,WINE,BEER",32.35028839111328,12.298675537109375,49.9127082824707,64.53376007080078,True
2017-07-02,2017-07-12,5,"LIQUOR,WINE,BEER",36.866180419921875,15.726524353027344,56.83477783203125,70.90946960449219,True
2017-07-02,2017-07-13,5,"LIQUOR,WINE,BEER",49.865055084228516,23.472871780395508,72.23040771484375,89.7927017211914,True
2017-07-02,2017-07-14,5,"LIQUOR,WINE,BEER",78.23727416992188,47.42960739135742,104.1944351196289,121.61248016357422,True
2017-07-02,2017-07-15,5,"LIQUOR,WINE,BEER",101.46697998046875,68.37248229980469,127.94551086425781,145.48211669921875,True
2017-07-02,2017-07-16,5,"LIQUOR,WINE,BEER",52.0328483581543,22.454631805419922,76.69409942626953,94.4163589477539,True
2017-07-02,2017-07-02,5,MAGAZINES,7.972688674926758,4.091353416442871,11.027070045471191,12.844377517700195,True
2017-07-02,2017-07-03,5,MAGAZINES,6.008606910705566,2.3698878288269043,9.010178565979004,10.84518051147461,True
2017-07-02,2017-07-04,5,MAGAZINES,5.179167747497559,1.9368648529052734,8.10379409790039,9.833141326904297,True
2017-07-02,2017-07-05,5,MAGAZINES,5.262540817260742,2.086052894592285,8.068007469177246,9.819784164428711,True
2017-07-02,2017-07-06,5,MAGAZINES,5.835178375244141,2.484376907348633,8.777169227600098,10.583773612976074,True
2017-07-02,2017-07-07,5,MAGAZINES,6.38398551940918,2.694912910461426,9.63294792175293,11.529293060302734,True
2017-07-02,2017-07-08,5,MAGAZINES,8.503507614135742,4.463825225830078,11.934582710266113,14.01556396484375,True
2017-07-02,2017-07-09,5,MAGAZINES,8.689655303955078,4.671195983886719,12.103363990783691,14.219940185546875,True
2017-07-02,2017-07-10,5,MAGAZINES,6.383415222167969,2.723327159881592,9.608732223510742,11.555710792541504,True
2017-07-02,2017-07-11,5,MAGAZINES,5.357539176940918,2.0870351791381836,8.272024154663086,10.171180725097656,True
2017-07-02,2017-07-12,5,MAGAZINES,5.4949750900268555,2.4074363708496094,8.350613594055176,10.133160591125488,True
2017-07-02,2017-07-13,5,MAGAZINES,5.866991996765137,2.662753105163574,8.797744750976562,10.688512802124023,True
2017-07-02,2017-07-14,5,MAGAZINES,6.520172595977783,3.002322196960449,9.758272171020508,11.73625659942627,True
2017-07-02,2017-07-15,5,MAGAZINES,8.713593482971191,4.77333927154541,12.156817436218262,14.229135513305664,True
2017-07-02,2017-07-16,5,MAGAZINES,8.975221633911133,4.997698783874512,12.438092231750488,14.51300048828125,True
2017-07-02,2017-07-02,12,BABY CARE,0.0,0.0,0.07902181893587112,0.18395060300827026,True
